                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                0.63824,                0.50141,                 1.0034,                0.82907,                0.73016,                0.91549,                0.64121,                0.97547,                 1.2218,                 1.1311,              0.0019089,              0.0019089,              0.0019089
                     26,                0.64925,                0.52648,                 1.0185,                0.72239,                0.69952,                0.74707,                0.47352,                 1.2217,                 1.3784,                 1.2948,               0.001905,               0.001905,               0.001905
                     27,                0.64464,                0.49892,                 1.0135,                0.98902,                      1,                0.99436,                0.70599,                0.92766,                0.58641,                 1.1367,               0.001901,               0.001901,               0.001901
                     28,                0.64772,                0.52303,                 1.0192,                0.76136,                0.82796,                0.87402,                0.57979,                 1.2101,                 1.0145,                 1.2565,               0.001897,               0.001897,               0.001897
                     29,                0.64295,                0.51358,                 1.0222,                0.90376,                0.90876,                  0.959,                0.70412,                0.90155,                0.72427,                 1.1029,              0.0018931,              0.0018931,              0.0018931
                     30,                0.65128,                0.49219,                 1.0216,                0.79497,                0.96774,                 0.9296,                0.66639,                0.93154,                0.69184,                 1.1632,              0.0018891,              0.0018891,              0.0018891
                     31,                0.62859,                0.49398,                 1.0048,                0.94443,                0.93548,                0.97407,                0.74306,                 0.6701,                0.61952,                0.99322,              0.0018852,              0.0018852,              0.0018852
                     32,                0.62212,                0.48882,                0.99918,                0.93615,                0.97849,                0.98284,                0.82464,                 0.5905,                 0.4442,                  0.914,              0.0018812,              0.0018812,              0.0018812
                     33,                0.60113,                0.48139,                0.99875,                0.96807,                      1,                0.99317,                0.87419,                0.54618,                0.40331,                 0.8806,              0.0018772,              0.0018772,              0.0018772
                     34,                0.63021,                0.48399,                 1.0239,                0.93587,                0.98925,                0.98573,                0.71651,                0.92205,                0.56552,                  1.126,              0.0018733,              0.0018733,              0.0018733
                     35,                0.61068,                0.46514,                 1.0033,                0.96457,                0.97849,                0.98128,                0.76208,                0.81025,                0.48386,                 1.0702,              0.0018693,              0.0018693,              0.0018693
                     36,                0.59473,                0.45019,                0.98441,                      1,                0.96263,                0.99232,                0.84399,                0.58746,                0.42155,                0.90532,              0.0018654,              0.0018654,              0.0018654
                     37,                0.60879,                0.44727,                 1.0126,                0.91433,                0.95699,                0.97502,                0.72057,                0.96551,                0.71822,                 1.0888,              0.0018614,              0.0018614,              0.0018614
                     38,                0.59536,                0.47388,                0.99555,                0.88506,                0.84946,                0.91829,                0.66921,                0.91243,                0.73609,                 1.0952,              0.0018574,              0.0018574,              0.0018574
                     39,                0.62436,                0.46326,                  1.014,                0.87081,                0.87097,                0.88515,                0.57572,                 1.1179,                0.88224,                 1.2044,              0.0018535,              0.0018535,              0.0018535
                     40,                0.60447,                0.47573,                 1.0029,                0.96074,                0.87097,                0.95158,                0.70988,                0.89853,                0.60101,                 1.1043,              0.0018495,              0.0018495,              0.0018495
                     41,                0.62179,                0.46806,                 1.0032,                0.90705,                0.88172,                 0.9383,                0.67499,                0.93941,                0.63265,                 1.1653,              0.0018456,              0.0018456,              0.0018456
                     42,                0.57594,                 0.4268,                0.97673,                0.94772,                0.97454,                0.98346,                0.76032,                0.75514,                0.45719,                 1.0146,              0.0018416,              0.0018416,              0.0018416
                     43,                0.58196,                0.42121,                0.99198,                0.90677,                0.96774,                0.95774,                0.72861,                0.73198,                0.54469,                  1.035,              0.0018376,              0.0018376,              0.0018376
                     44,                0.55239,                0.42964,                  0.976,                0.87204,                0.96774,                0.96517,                0.76815,                0.64945,                 0.5229,                0.93403,              0.0018337,              0.0018337,              0.0018337
                     45,                0.55067,                0.40062,                0.97821,                0.92702,                0.95606,                 0.9604,                0.72303,                0.85514,                0.52474,                  1.154,              0.0018297,              0.0018297,              0.0018297
                     46,                0.59598,                 0.4274,                0.97425,                0.91717,                0.93548,                0.96839,                0.81043,                 0.6305,                0.52634,                0.94305,              0.0018258,              0.0018258,              0.0018258
                     47,                0.59474,                0.44376,                 0.9863,                0.96267,                0.96774,                0.98743,                0.79007,                0.70793,                0.50607,                0.99055,              0.0018218,              0.0018218,              0.0018218
                     48,                0.55144,                0.41976,                0.99039,                0.96635,                0.98925,                 0.9914,                0.76346,                0.79197,                0.45687,                 1.0233,              0.0018178,              0.0018178,              0.0018178
                     49,                0.54532,                0.40463,                0.95754,                0.93515,                0.93037,                0.97415,                0.78087,                0.76547,                0.46209,                 1.0532,              0.0018139,              0.0018139,              0.0018139
                     50,                0.54086,                0.39303,                0.96804,                0.96758,                0.98925,                0.99233,                0.76281,                0.88389,                 0.4801,                  1.136,              0.0018099,              0.0018099,              0.0018099
                     51,                0.54577,                0.41083,                0.97209,                0.97728,                0.97849,                0.99364,                 0.8063,                0.68322,                0.44491,                0.96805,               0.001806,               0.001806,               0.001806
                     52,                0.57295,                0.41358,                0.98571,                0.96633,                0.96774,                0.98409,                0.74526,                0.83501,                0.58618,                 1.0576,               0.001802,               0.001802,               0.001802
                     53,                0.55882,                0.39546,                0.98908,                0.88689,                0.90323,                0.95131,                0.74775,                0.82843,                 0.5824,                 1.0957,               0.001798,               0.001798,               0.001798
                     54,                0.57614,                0.40812,                0.98221,                0.90124,                0.93548,                0.95451,                0.77325,                0.75794,                0.54028,                 1.0273,              0.0017941,              0.0017941,              0.0017941
                     55,                0.57067,                0.41449,                0.99101,                 0.9665,                0.97849,                0.98918,                0.82554,                0.64072,                0.47375,                0.93135,              0.0017901,              0.0017901,              0.0017901
                     56,                0.56312,                0.45306,                0.97531,                0.91166,                0.99866,                0.98043,                0.83865,                0.60085,                0.44697,                0.91068,              0.0017862,              0.0017862,              0.0017862
                     57,                0.55704,                0.39424,                0.98402,                0.93518,                0.98925,                0.98967,                 0.8077,                0.65835,                0.43691,                0.97094,              0.0017822,              0.0017822,              0.0017822
                     58,                0.54416,                0.38909,                0.95929,                0.91703,                0.95077,                0.96062,                0.80833,                 0.6035,                0.43248,                0.91277,              0.0017782,              0.0017782,              0.0017782
                     59,                0.54299,                 0.3794,                0.96522,                0.96384,                0.97849,                0.99317,                0.85798,                0.52851,                 0.3956,                 0.8789,              0.0017743,              0.0017743,              0.0017743
                     60,                0.54138,                0.39525,                0.97661,                 0.8724,                0.88172,                 0.9415,                0.74292,                0.75696,                0.67001,                 1.0232,              0.0017703,              0.0017703,              0.0017703
                     61,                0.55234,                0.39799,                0.98085,                0.90306,                0.89247,                0.94542,                0.77443,                0.66711,                0.73174,                0.95738,              0.0017664,              0.0017664,              0.0017664
                     62,                 0.5223,                  0.385,                0.95357,                0.88786,                0.93651,                 0.9747,                0.79509,                0.62855,                0.50478,                0.90585,              0.0017624,              0.0017624,              0.0017624
                     63,                0.52723,                0.37547,                0.95984,                0.80648,                0.87097,                 0.9422,                0.66935,                0.86782,                0.78153,                 1.0384,              0.0017584,              0.0017584,              0.0017584
                     64,                   0.51,                0.38036,                0.93818,                0.79803,                0.95699,                0.96091,                0.72861,                0.76544,                0.57916,                 1.1405,              0.0017545,              0.0017545,              0.0017545
                     65,                 0.5175,                 0.3864,                0.95524,                0.84528,                0.87097,                0.89243,                0.61371,                 1.0223,                0.68013,                 1.3788,              0.0017505,              0.0017505,              0.0017505
                     66,                0.49047,                0.35474,                0.93244,                0.90898,                0.96647,                0.98635,                0.81643,                0.62559,                0.48491,                0.93972,              0.0017466,              0.0017466,              0.0017466
                     67,                0.52104,                0.38252,                0.96985,                0.95651,                0.96774,                0.98483,                0.79063,                0.70777,                0.47506,                 1.0075,              0.0017426,              0.0017426,              0.0017426
                     68,                0.50383,                0.36148,                0.95635,                0.91935,                      1,                0.98922,                0.80422,                 0.7098,                0.45171,                0.98247,              0.0017386,              0.0017386,              0.0017386
                     69,                0.50143,                0.35791,                0.95168,                0.93984,                0.97849,                0.98666,                0.77725,                0.73974,                0.49306,                 1.0069,              0.0017347,              0.0017347,              0.0017347
                     70,                0.51383,                0.37562,                0.95424,                0.86189,                0.96774,                0.96265,                0.75661,                0.72206,                0.54971,                0.98882,              0.0017307,              0.0017307,              0.0017307
                     71,                0.50963,                0.37222,                0.95174,                0.97592,                0.95699,                0.98946,                0.82324,                0.65447,                 0.4512,                0.97577,              0.0017268,              0.0017268,              0.0017268
                     72,                0.50573,                0.36213,                0.95755,                0.98742,                0.97849,                0.99365,                0.79036,                0.75349,                0.44338,                 1.0311,              0.0017228,              0.0017228,              0.0017228
                     73,                0.50175,                0.36162,                0.95475,                0.95335,                0.86022,                 0.9753,                0.81063,                0.71898,                0.73658,                0.98529,              0.0017188,              0.0017188,              0.0017188
                     74,                0.49253,                0.35119,                0.94038,                0.95822,                 0.9864,                0.99091,                0.80774,                 0.6854,                0.51273,                0.97454,              0.0017149,              0.0017149,              0.0017149
                     75,                0.49584,                0.35291,                0.94005,                 0.8909,                0.96591,                0.94505,                0.77647,                0.73264,                0.50361,                 1.0786,              0.0017109,              0.0017109,              0.0017109
                     76,                0.53033,                  0.382,                0.96957,                0.96482,                0.97849,                0.99082,                0.88479,                0.52289,                0.37373,                0.88504,               0.001707,               0.001707,               0.001707
                     77,                0.53315,                0.37359,                0.97414,                0.84399,                0.98891,                0.96875,                0.79012,                0.74522,                0.50927,                0.98137,               0.001703,               0.001703,               0.001703
                     78,                0.50302,                0.36222,                0.94669,                0.88582,                0.83422,                 0.9275,                0.65651,                0.83975,                 0.7632,                 1.0564,               0.001699,               0.001699,               0.001699
                     79,                0.48057,                0.34972,                0.93999,                0.94576,                0.89247,                 0.9778,                0.80202,                0.71981,                0.53584,                0.94431,              0.0016951,              0.0016951,              0.0016951
                     80,                0.47237,                0.34457,                0.93367,                0.98804,                      1,                0.99447,                0.85505,                0.56045,                0.34469,                0.90694,              0.0016911,              0.0016911,              0.0016911
                     81,                0.48845,                0.35043,                0.94768,                0.99428,                      1,                  0.995,                0.79025,                0.69997,                0.39766,                 1.0194,              0.0016872,              0.0016872,              0.0016872
                     82,                0.48545,                0.34607,                0.93193,                 0.9871,                0.96774,                0.98652,                0.84636,                0.56512,                0.34426,                0.92159,              0.0016832,              0.0016832,              0.0016832
                     83,                0.51043,                0.35146,                0.97084,                      1,                 0.9741,                0.99361,                0.82254,                0.67373,                0.43239,                0.96804,              0.0016792,              0.0016792,              0.0016792
                     84,                0.46689,                0.33144,                0.94185,                0.94687,                0.95818,                0.98118,                0.69005,                 1.0717,                0.77292,                 1.2353,              0.0016753,              0.0016753,              0.0016753
                     85,                0.48255,                0.33946,                0.92924,                0.87184,                0.95091,                0.96269,                0.74172,                 0.7822,                0.56139,                 1.0909,              0.0016713,              0.0016713,              0.0016713
                     86,                0.49483,                0.34212,                 0.9415,                0.87941,                0.86254,                0.91892,                0.71064,                0.81937,                0.63557,                 1.1321,              0.0016674,              0.0016674,              0.0016674
                     87,                0.48535,                 0.3385,                0.94289,                0.88368,                0.92473,                0.95584,                0.67831,                0.93026,                0.56811,                 1.1712,              0.0016634,              0.0016634,              0.0016634
                     88,                0.47106,                0.33429,                0.93343,                0.94812,                0.98925,                0.99139,                0.78064,                0.79033,                0.49706,                 1.1479,              0.0016594,              0.0016594,              0.0016594
                     89,                0.47512,                0.35058,                0.92805,                0.84966,                0.94624,                0.95625,                 0.6915,                0.92659,                0.65659,                  1.166,              0.0016555,              0.0016555,              0.0016555
                     90,                0.46555,                0.32846,                0.92545,                0.95725,                0.96316,                0.98591,                0.77882,                0.76229,                0.58195,                 1.0298,              0.0016515,              0.0016515,              0.0016515
                     91,                 0.4727,                0.33937,                0.93154,                 0.9577,                0.97382,                0.98846,                0.85297,                0.60301,                0.45666,                0.92242,              0.0016476,              0.0016476,              0.0016476
                     92,                 0.5074,                0.35425,                0.95044,                0.95808,                0.98293,                0.98983,                0.85821,                0.61769,                0.45257,                0.92302,              0.0016436,              0.0016436,              0.0016436
                     93,                0.45709,                0.32462,                0.93808,                0.98899,                0.96575,                0.99009,                0.82927,                 0.6213,                0.45742,                0.92095,              0.0016396,              0.0016396,              0.0016396
                     94,                0.46173,                0.33725,                0.93709,                0.97051,                0.98925,                0.99181,                0.84026,                0.59716,                0.42905,                 0.9235,              0.0016357,              0.0016357,              0.0016357
                     95,                0.44076,                 0.3269,                0.92418,                0.89325,                0.89247,                0.94019,                 0.6515,                 1.0632,                0.86894,                 1.2279,              0.0016317,              0.0016317,              0.0016317
                     96,                0.45946,                0.33274,                0.93368,                0.77897,                0.84946,                0.85511,                0.55528,                   1.28,                0.86074,                 1.5275,              0.0016278,              0.0016278,              0.0016278
                     97,                0.47773,                0.33559,                0.95282,                0.89334,                0.90066,                 0.9347,                0.70261,                  1.059,                 0.5936,                 1.2511,              0.0016238,              0.0016238,              0.0016238
                     98,                0.47424,                0.34877,                0.93962,                0.89957,                0.94624,                 0.9619,                0.69273,                0.99893,                0.60612,                 1.2666,              0.0016198,              0.0016198,              0.0016198
                     99,                0.48296,                0.34507,                 0.9408,                0.94346,                0.98925,                0.98946,                 0.8045,                0.69909,                0.49269,                 0.9799,              0.0016159,              0.0016159,              0.0016159
                    100,                0.48247,                0.33229,                0.95241,                0.98913,                0.97832,                0.98881,                0.85287,                0.55757,                 0.4522,                0.90409,              0.0016119,              0.0016119,              0.0016119
                    101,                0.46213,                0.33183,                0.92866,                0.97824,                  0.967,                0.98713,                0.86891,                0.55581,                 0.4288,                0.89347,               0.001608,               0.001608,               0.001608
                    102,                0.46502,                0.34077,                0.93296,                0.81214,                0.91398,                0.89747,                0.67087,                0.83124,                0.59979,                 1.1214,               0.001604,               0.001604,               0.001604
                    103,                0.51625,                0.37018,                0.95579,                0.91583,                0.98925,                0.98203,                0.77433,                0.63518,                0.45481,                0.95887,                 0.0016,                 0.0016,                 0.0016
                    104,                 0.4776,                0.36343,                0.93994,                0.93533,                0.97849,                0.98865,                0.76075,                0.76377,                0.44674,                 1.0501,              0.0015961,              0.0015961,              0.0015961
                    105,                0.46218,                0.33461,                0.93193,                0.95651,                0.94599,                0.98456,                0.76901,                0.76682,                0.47618,                 1.0797,              0.0015921,              0.0015921,              0.0015921
                    106,                 0.4523,                0.34463,                0.92419,                0.80157,                0.92473,                 0.9253,                  0.716,                0.94046,                0.69226,                   1.22,              0.0015882,              0.0015882,              0.0015882
                    107,                0.43799,                0.33177,                0.92518,                0.89945,                0.96189,                0.97709,                0.82598,                0.65785,                0.46242,                0.95235,              0.0015842,              0.0015842,              0.0015842
                    108,                0.44284,                0.32447,                0.92483,                0.95424,                0.96774,                0.98913,                0.82229,                0.56852,                0.39771,                0.93268,              0.0015802,              0.0015802,              0.0015802
                    109,                  0.456,                0.32585,                0.93446,                0.92833,                0.97496,                0.98642,                0.79078,                0.68423,                0.43686,                  1.017,              0.0015763,              0.0015763,              0.0015763
                    110,                0.46263,                 0.3292,                0.92972,                0.94648,                0.95074,                0.97595,                0.76789,                0.70744,                0.49293,                 1.0177,              0.0015723,              0.0015723,              0.0015723
                    111,                0.46285,                0.32798,                0.92265,                0.93381,                0.93548,                0.97584,                0.83213,                0.59756,                0.44184,                0.93179,              0.0015684,              0.0015684,              0.0015684
                    112,                0.45598,                0.32008,                0.92209,                0.91387,                0.91268,                0.96174,                0.87998,                0.46648,                0.39518,                0.88284,              0.0015644,              0.0015644,              0.0015644
                    113,                0.45783,                0.32147,                0.92762,                0.92049,                0.94624,                0.97446,                0.87478,                0.50151,                0.39398,                0.88226,              0.0015604,              0.0015604,              0.0015604
                    114,                0.48062,                0.33321,                0.95145,                      1,                0.88096,                0.98457,                0.85852,                0.62453,                0.51945,                0.93597,              0.0015565,              0.0015565,              0.0015565
                    115,                0.46408,                0.31229,                0.91344,                  0.967,                0.97849,                0.99353,                 0.8817,                0.53978,                0.38755,                0.88721,              0.0015525,              0.0015525,              0.0015525
                    116,                0.43135,                0.29657,                0.91364,                 0.9583,                0.98835,                0.98675,                0.82518,                0.62092,                0.39342,                0.95802,              0.0015486,              0.0015486,              0.0015486
                    117,                0.48117,                0.32564,                0.94225,                0.97706,                      1,                 0.9933,                0.84142,                  0.587,                0.36086,                0.94944,              0.0015446,              0.0015446,              0.0015446
                    118,                0.43682,                0.31346,                0.93862,                0.96057,                0.92473,                0.98054,                0.81205,                   0.71,                0.46537,                 1.0095,              0.0015406,              0.0015406,              0.0015406
                    119,                0.43997,                0.31268,                0.91423,                0.84104,                0.96718,                0.89632,                0.62938,                0.93234,                0.66128,                  1.158,              0.0015367,              0.0015367,              0.0015367
                    120,                0.45486,                0.31673,                0.92164,                0.94845,                0.98908,                0.99225,                0.75141,                0.87717,                0.45161,                 1.1559,              0.0015327,              0.0015327,              0.0015327
                    121,                0.42998,                0.31441,                0.92091,                0.98896,                0.96349,                0.99256,                0.75276,                0.83868,                0.45866,                 1.1301,              0.0015288,              0.0015288,              0.0015288
                    122,                0.43804,                0.30318,                0.92075,                0.83095,                0.88172,                0.93008,                0.68993,                0.82001,                0.71967,                 1.0855,              0.0015248,              0.0015248,              0.0015248
                    123,                0.43933,                0.30501,                0.91775,                 0.9001,                0.96879,                0.97752,                0.83416,                0.56574,                0.41111,                  0.908,              0.0015208,              0.0015208,              0.0015208
                    124,                0.42446,                0.31261,                0.92991,                 0.9767,                      1,                0.99447,                 0.9041,                0.50009,                  0.292,                0.87235,              0.0015169,              0.0015169,              0.0015169
                    125,                0.41612,                0.30167,                0.91938,                 0.9675,                0.96029,                0.99113,                0.89241,                0.54107,                0.32249,                0.89047,              0.0015129,              0.0015129,              0.0015129
                    126,                0.40668,                 0.2963,                0.90888,                0.94429,                0.94624,                0.98327,                0.86022,                0.58529,                 0.4077,                0.92289,               0.001509,               0.001509,               0.001509
                    127,                0.42164,                0.29529,                0.91361,                0.97821,                0.96536,                0.98954,                0.88393,                 0.5326,                0.41628,                0.87893,               0.001505,               0.001505,               0.001505
                    128,                0.43189,                0.29961,                 0.9279,                0.89869,                0.96774,                0.97876,                 0.8558,                0.55227,                 0.4152,                0.88472,               0.001501,               0.001501,               0.001501
                    129,                0.44119,                0.30663,                0.92497,                0.95858,                0.91398,                0.97742,                0.79546,                 0.6867,                0.49455,                0.94442,              0.0014971,              0.0014971,              0.0014971
                    130,                0.39848,                0.29907,                 0.9131,                0.90636,                0.94624,                0.97962,                0.75258,                0.82164,                 0.4834,                  1.088,              0.0014931,              0.0014931,              0.0014931
                    131,                  0.404,                 0.3021,                0.88587,                0.97815,                0.97849,                0.99365,                0.79659,                0.76761,                0.43069,                 1.0642,              0.0014892,              0.0014892,              0.0014892
                    132,                0.43373,                0.30893,                0.92173,                0.93664,                0.96774,                  0.986,                0.80143,                0.70837,                0.39832,                 1.0158,              0.0014852,              0.0014852,              0.0014852
                    133,                 0.4171,                0.31378,                0.91979,                0.91427,                0.97849,                0.96318,                0.80525,                0.66577,                0.39605,                 1.0021,              0.0014812,              0.0014812,              0.0014812
                    134,                0.41846,                0.29888,                 0.9143,                0.98912,                0.97755,                0.99211,                 0.8103,                0.72674,                0.40913,                 1.0252,              0.0014773,              0.0014773,              0.0014773
                    135,                 0.4172,                0.29323,                0.90206,                0.96627,                0.98925,                0.99287,                0.83086,                0.70904,                0.37021,                 1.0232,              0.0014733,              0.0014733,              0.0014733
                    136,                0.41615,                0.28898,                 0.9066,                0.99803,                0.96774,                0.99181,                0.87901,                0.55059,                0.35575,                0.90476,              0.0014694,              0.0014694,              0.0014694
                    137,                0.42317,                0.29667,                0.91124,                0.96801,                0.97601,                0.98686,                0.85903,                0.58428,                0.39413,                0.91747,              0.0014654,              0.0014654,              0.0014654
                    138,                0.42946,                0.30979,                0.91543,                0.97667,                0.96774,                0.98762,                0.87248,                0.55728,                0.33833,                0.90339,              0.0014614,              0.0014614,              0.0014614
                    139,                0.40687,                0.28886,                0.90442,                0.97422,                0.97849,                0.98938,                  0.902,                 0.4672,                 0.3353,                0.87392,              0.0014575,              0.0014575,              0.0014575
                    140,                0.40867,                0.28939,                0.92204,                0.88398,                0.90119,                0.93292,                0.77107,                 0.7354,                0.55238,                 1.1337,              0.0014535,              0.0014535,              0.0014535
                    141,                 0.4091,                0.30433,                0.91946,                0.90161,                0.84946,                0.91182,                0.73655,                0.71934,                0.58677,                 1.0414,              0.0014496,              0.0014496,              0.0014496
                    142,                0.42847,                0.29907,                0.92539,                0.97415,                0.93548,                0.98835,                 0.8401,                0.60899,                0.45994,                0.93184,              0.0014456,              0.0014456,              0.0014456
                    143,                0.44199,                0.32486,                0.93047,                0.94671,                0.95522,                0.98527,                0.85412,                0.55744,                0.41408,                0.91306,              0.0014416,              0.0014416,              0.0014416
                    144,                 0.4316,                0.30975,                0.92348,                0.98895,                0.98925,                0.99371,                0.86049,                0.59432,                0.35289,                0.92198,              0.0014377,              0.0014377,              0.0014377
                    145,                0.42109,                0.29007,                0.91511,                0.98889,                0.98925,                0.99356,                0.89387,                0.51207,                0.34817,                0.86943,              0.0014337,              0.0014337,              0.0014337
                    146,                 0.4047,                0.29914,                0.89803,                0.99756,                0.93548,                0.98278,                0.89977,                0.45455,                0.37081,                0.84855,              0.0014298,              0.0014298,              0.0014298
                    147,                0.41021,                0.29659,                0.91494,                0.97823,                0.96622,                0.98454,                0.88938,                0.48329,                0.35196,                0.86859,              0.0014258,              0.0014258,              0.0014258
                    148,                0.39025,                0.28076,                0.90664,                0.88787,                 0.8172,                0.91197,                0.80124,                0.57455,                0.62819,                 0.9284,              0.0014218,              0.0014218,              0.0014218
                    149,                0.39801,                0.27921,                0.90387,                0.97755,                0.98925,                0.98964,                0.86468,                 0.5472,                0.36701,                0.92274,              0.0014179,              0.0014179,              0.0014179
                    150,                0.40095,                0.28237,                0.90812,                0.94786,                0.97742,                0.98931,                 0.8616,                 0.5529,                0.43261,                0.91526,              0.0014139,              0.0014139,              0.0014139
                    151,                0.39341,                0.27227,                0.90631,                0.94652,                 0.9516,                  0.987,                 0.8275,                0.64498,                0.50248,                0.97257,                0.00141,                0.00141,                0.00141
                    152,                0.40866,                0.28623,                0.90917,                 0.9454,                0.94624,                0.98177,                0.81651,                0.62179,                0.57197,                0.94227,               0.001406,               0.001406,               0.001406
                    153,                0.40448,                0.27538,                 0.9107,                0.99253,                0.94624,                0.98972,                0.84028,                0.61192,                0.40303,                0.94764,               0.001402,               0.001402,               0.001402
                    154,                0.39377,                0.28245,                 0.8956,                0.92387,                0.94624,                0.97094,                0.81064,                0.63341,                0.56574,                0.95763,              0.0013981,              0.0013981,              0.0013981
                    155,                0.38617,                0.27827,                0.89891,                0.89166,                0.88498,                0.94479,                 0.7948,                0.63042,                0.79968,                0.95885,              0.0013941,              0.0013941,              0.0013941
                    156,                0.40338,                0.27732,                0.90566,                0.95741,                0.96698,                 0.9887,                0.88341,                0.50066,                0.37305,                0.88133,              0.0013902,              0.0013902,              0.0013902
                    157,                0.39864,                 0.2759,                 0.8994,                      1,                0.99785,                  0.995,                0.89949,                0.50661,                0.29445,                 0.9015,              0.0013862,              0.0013862,              0.0013862
                    158,                0.41744,                0.30494,                0.91929,                      1,                0.98906,                0.99041,                0.81691,                0.67825,                0.38209,                 1.0134,              0.0013822,              0.0013822,              0.0013822
                    159,                0.40601,                0.27843,                0.90233,                0.96661,                0.98925,                0.99248,                0.83083,                0.64169,                0.36029,                0.96136,              0.0013783,              0.0013783,              0.0013783
