                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    160,                0.41999,                0.29548,                0.91409,                0.88423,                0.92473,                0.95966,                 0.8015,                0.63656,                0.45206,                0.96024,              0.0013743,              0.0013743,              0.0013743
                    161,                0.38343,                0.27232,                0.89327,                0.95415,                0.84946,                0.96086,                0.80628,                0.65054,                 0.5118,                0.96583,              0.0013704,              0.0013704,              0.0013704
                    162,                0.40952,                 0.2862,                 0.9235,                0.92471,                0.92443,                0.96074,                0.82045,                0.60906,                0.49957,                0.94133,              0.0013664,              0.0013664,              0.0013664
                    163,                0.37475,                0.27617,                0.89201,                0.98035,                0.86022,                0.96775,                0.84202,                0.54776,                0.53806,                0.89863,              0.0013624,              0.0013624,              0.0013624
                    164,                 0.3846,                0.27659,                0.90265,                0.80668,                0.92473,                0.93833,                0.80693,                0.58052,                0.51363,                0.92293,              0.0013585,              0.0013585,              0.0013585
                    165,                 0.3855,                0.27544,                0.90214,                0.92511,                0.92976,                0.98289,                0.81354,                0.69768,                0.47209,                 1.0052,              0.0013545,              0.0013545,              0.0013545
                    166,                0.40835,                0.29483,                0.90984,                0.88982,                0.92473,                0.94762,                 0.7911,                0.67375,                0.48481,                 1.0674,              0.0013506,              0.0013506,              0.0013506
                    167,                0.38469,                0.28293,                0.91181,                0.87553,                0.90767,                0.95497,                0.81739,                0.62136,                0.47727,                0.99048,              0.0013466,              0.0013466,              0.0013466
                    168,                0.39299,                0.28218,                0.89968,                0.90528,                0.92473,                 0.9647,                0.82774,                0.62561,                0.54844,                 0.9298,              0.0013426,              0.0013426,              0.0013426
                    169,                0.40245,                 0.2876,                0.91588,                0.87782,                0.88172,                0.93533,                0.78195,                0.65275,                0.64717,                0.96931,              0.0013387,              0.0013387,              0.0013387
                    170,                0.38097,                0.27234,                0.90775,                0.81183,                0.86022,                0.91472,                0.70625,                0.78789,                0.70338,                 1.1084,              0.0013347,              0.0013347,              0.0013347
                    171,                0.40292,                0.28104,                0.91101,                0.74736,                0.86022,                0.86557,                0.60011,                 1.0344,                 0.7666,                 1.2964,              0.0013308,              0.0013308,              0.0013308
                    172,                0.37036,                0.26628,                0.89701,                0.97759,                0.97849,                0.98725,                0.86109,                0.63255,                0.42116,                0.96761,              0.0013268,              0.0013268,              0.0013268
                    173,                0.39192,                0.27169,                0.90686,                0.94672,                0.95699,                0.98573,                0.84761,                0.61029,                0.42041,                0.95335,              0.0013228,              0.0013228,              0.0013228
                    174,                0.37132,                0.26028,                0.89863,                0.87977,                0.94417,                0.97133,                0.77683,                0.72402,                0.56678,                 1.0232,              0.0013189,              0.0013189,              0.0013189
                    175,                 0.3848,                0.28325,                0.90995,                0.87082,                0.94231,                0.97117,                0.77241,                0.73546,                0.58241,                 1.0762,              0.0013149,              0.0013149,              0.0013149
                    176,                 0.3541,                0.25276,                0.87886,                0.87773,                0.92628,                0.96904,                0.82501,                0.61365,                0.50207,                0.95871,               0.001311,               0.001311,               0.001311
                    177,                0.37075,                  0.266,                0.89147,                0.98874,                0.94406,                0.98806,                0.89189,                0.50917,                0.37324,                0.87943,               0.001307,               0.001307,               0.001307
                    178,                0.36885,                0.25848,                0.89069,                      1,                0.99871,                  0.995,                0.87709,                0.53124,                0.32872,                0.90959,               0.001303,               0.001303,               0.001303
                    179,                0.40835,                0.27672,                0.91264,                0.95848,                0.99289,                0.99138,                0.88823,                0.54304,                0.34165,                0.91482,              0.0012991,              0.0012991,              0.0012991
                    180,                0.40406,                0.27344,                 0.9172,                0.98858,                0.93056,                0.99121,                 0.9014,                0.47172,                0.35007,                0.86117,              0.0012951,              0.0012951,              0.0012951
                    181,                0.38279,                  0.271,                0.89391,                      1,                0.92142,                0.98872,                0.86182,                0.54851,                0.39531,                0.90189,              0.0012912,              0.0012912,              0.0012912
                    182,                 0.4054,                0.28923,                0.90801,                0.98867,                0.98925,                0.99384,                0.84185,                0.64721,                0.34873,                0.97458,              0.0012872,              0.0012872,              0.0012872
                    183,                0.39082,                0.27085,                0.91554,                0.94841,                0.98842,                0.98944,                0.82872,                0.62218,                0.36986,                 0.9524,              0.0012832,              0.0012832,              0.0012832
                    184,                0.40006,                0.27902,                0.90536,                0.97561,                0.93548,                0.97926,                0.81532,                 0.6448,                0.40878,                0.96263,              0.0012793,              0.0012793,              0.0012793
                    185,                0.40103,                 0.2824,                0.91296,                0.98801,                0.95699,                 0.9907,                0.84658,                 0.5988,                0.34813,                0.93757,              0.0012753,              0.0012753,              0.0012753
                    186,                0.38429,                0.27811,                0.89407,                0.98798,                0.98925,                0.99437,                0.87777,                0.54716,                0.29343,                0.91772,              0.0012714,              0.0012714,              0.0012714
                    187,                 0.3644,                0.26196,                0.89357,                0.95873,                0.99916,                0.98967,                0.78935,                0.77992,                0.38874,                   1.08,              0.0012674,              0.0012674,              0.0012674
                    188,                0.38464,                0.26648,                0.90206,                 0.9547,                0.97849,                 0.9903,                0.74875,                0.91211,                0.45411,                 1.1565,              0.0012634,              0.0012634,              0.0012634
                    189,                0.37653,                0.26228,                0.89253,                0.96407,                0.86549,                0.96128,                0.75651,                0.83252,                0.68425,                 1.0716,              0.0012595,              0.0012595,              0.0012595
                    190,                0.36602,                0.25767,                 0.8931,                 0.9326,                0.80645,                0.91092,                0.71273,                0.81524,                0.82042,                 1.0666,              0.0012555,              0.0012555,              0.0012555
                    191,                0.37126,                0.26793,                0.90477,                0.91603,                0.95699,                0.96353,                0.82518,                0.65025,                 0.4894,                0.98139,              0.0012516,              0.0012516,              0.0012516
                    192,                0.37236,                0.27092,                0.89851,                0.93465,                0.97849,                0.97594,                0.86879,                0.57493,                0.37439,                0.95331,              0.0012476,              0.0012476,              0.0012476
                    193,                 0.3728,                 0.2624,                0.89813,                 0.9687,                0.99846,                0.99319,                0.88584,                0.59163,                 0.3312,                0.94507,              0.0012436,              0.0012436,              0.0012436
                    194,                  0.364,                0.26329,                0.89655,                0.97893,                 0.9991,                0.99458,                 0.8953,                0.53984,                0.32899,                0.90488,              0.0012397,              0.0012397,              0.0012397
                    195,                0.35535,                0.25453,                0.88952,                0.95808,                0.98315,                0.99095,                0.88418,                0.54257,                0.35506,                0.89852,              0.0012357,              0.0012357,              0.0012357
                    196,                 0.3565,                0.24837,                0.88188,                0.99303,                0.98925,                0.99479,                0.88316,                0.56451,                0.32437,                0.90119,              0.0012318,              0.0012318,              0.0012318
                    197,                0.36768,                 0.2583,                0.90914,                0.96513,                0.98925,                0.99231,                 0.8627,                0.59524,                0.37105,                 0.9214,              0.0012278,              0.0012278,              0.0012278
                    198,                 0.3566,                0.24977,                0.89157,                0.96644,                0.98925,                0.99111,                0.86392,                0.56301,                0.35915,                0.91174,              0.0012238,              0.0012238,              0.0012238
                    199,                0.36606,                0.25474,                0.89026,                0.95582,                0.98925,                0.98536,                 0.8417,                0.62511,                0.39007,                0.95514,              0.0012199,              0.0012199,              0.0012199
                    200,                0.36589,                0.25885,                0.88816,                0.97808,                0.95953,                0.97415,                 0.8151,                0.67917,                0.43547,                0.96871,              0.0012159,              0.0012159,              0.0012159
                    201,                0.35517,                 0.2496,                0.88738,                 0.9147,                0.95699,                0.96714,                0.76535,                0.69019,                0.49321,                0.99177,               0.001212,               0.001212,               0.001212
                    202,                0.35706,                 0.2583,                0.88982,                0.89535,                0.93548,                0.92977,                0.71772,                0.74311,                0.49876,                 1.0537,               0.001208,               0.001208,               0.001208
                    203,                0.36133,                0.25792,                0.89896,                 0.9687,                0.99835,                0.99331,                0.87655,                0.53538,                0.28983,                0.91169,               0.001204,               0.001204,               0.001204
                    204,                0.36179,                0.26566,                0.88203,                0.96863,                0.99617,                0.99101,                0.86173,                0.63414,                0.35303,                0.97347,              0.0012001,              0.0012001,              0.0012001
                    205,                0.35835,                0.25706,                 0.8927,                0.96851,                      1,                0.99371,                0.85362,                0.58791,                0.32617,                 0.9576,              0.0011961,              0.0011961,              0.0011961
                    206,                0.36909,                0.25963,                0.90551,                      1,                0.98837,                0.99479,                0.89156,                0.54459,                0.32019,                0.92498,              0.0011922,              0.0011922,              0.0011922
                    207,                0.35886,                0.26425,                0.88876,                      1,                0.97592,                0.99458,                0.87517,                0.53235,                0.36517,                 0.9304,              0.0011882,              0.0011882,              0.0011882
                    208,                0.35865,                0.25171,                0.88745,                      1,                0.98971,                  0.995,                 0.8665,                0.57361,                0.37043,                0.93493,              0.0011842,              0.0011842,              0.0011842
                    209,                0.36173,                0.25231,                0.89823,                      1,                0.97809,                0.99449,                0.85913,                0.63275,                0.38711,                0.97215,              0.0011803,              0.0011803,              0.0011803
                    210,                 0.3611,                0.24836,                0.88708,                0.97607,                      1,                0.99273,                0.88705,                0.56715,                0.33546,                 0.9153,              0.0011763,              0.0011763,              0.0011763
                    211,                0.34134,                0.24535,                0.86661,                0.97695,                0.98925,                0.98957,                0.88526,                0.56224,                0.35017,                0.90859,              0.0011724,              0.0011724,              0.0011724
                    212,                0.36674,                0.25353,                0.90312,                0.99851,                      1,                  0.995,                0.83819,                0.69256,                0.38611,                0.97962,              0.0011684,              0.0011684,              0.0011684
                    213,                0.35304,                0.25531,                0.87609,                0.97893,                0.99909,                0.99458,                0.82281,                0.72014,                0.39461,                  1.003,              0.0011644,              0.0011644,              0.0011644
                    214,                0.36038,                0.25481,                0.89826,                0.99785,                0.98925,                0.99479,                0.87971,                0.57195,                0.35786,                0.90019,              0.0011605,              0.0011605,              0.0011605
                    215,                0.34988,                0.24996,                0.89192,                      1,                0.98877,                0.99459,                0.88359,                0.59292,                 0.3584,                0.92616,              0.0011565,              0.0011565,              0.0011565
                    216,                0.36416,                0.25638,                0.88362,                0.99544,                0.98925,                0.99449,                0.85786,                 0.6134,                0.38176,                0.94793,              0.0011526,              0.0011526,              0.0011526
                    217,                0.36553,                0.26846,                0.89707,                0.96831,                0.98569,                0.98644,                0.82498,                0.69137,                 0.4385,                 1.0102,              0.0011486,              0.0011486,              0.0011486
                    218,                0.38745,                0.28639,                 0.9157,                 0.9565,                0.94624,                0.98175,                0.82107,                 0.6326,                 0.5546,                0.97608,              0.0011446,              0.0011446,              0.0011446
                    219,                0.38089,                0.26262,                0.90007,                0.97627,                0.88486,                0.98661,                0.85546,                0.60384,                0.63472,                0.93494,              0.0011407,              0.0011407,              0.0011407
                    220,                0.37329,                0.27086,                0.90175,                0.98923,                0.98768,                0.99404,                0.89599,                0.49572,                0.30393,                0.88568,              0.0011367,              0.0011367,              0.0011367
                    221,                0.36659,                0.25561,                0.88942,                 0.9778,                0.98925,                0.99404,                0.90424,                0.47771,                0.29096,                0.86215,              0.0011328,              0.0011328,              0.0011328
                    222,                0.32142,                0.23201,                0.86892,                0.96685,                0.97849,                0.99154,                0.89702,                0.49196,                 0.3121,                0.85891,              0.0011288,              0.0011288,              0.0011288
                    223,                0.35801,                0.25053,                0.89077,                0.96338,                0.97849,                0.99258,                0.89778,                 0.4976,                0.33345,                 0.8708,              0.0011248,              0.0011248,              0.0011248
                    224,                0.34594,                0.24316,                0.89718,                0.96745,                0.97849,                0.98642,                0.90391,                0.54554,                 0.3215,                0.91825,              0.0011209,              0.0011209,              0.0011209
                    225,                0.36313,                0.25505,                0.89186,                 0.9483,                0.98925,                0.99076,                0.90969,                0.48253,                0.31167,                0.87593,              0.0011169,              0.0011169,              0.0011169
                    226,                0.35653,                0.24385,                0.89729,                0.94537,                0.97849,                0.99012,                0.90264,                 0.5218,                0.35243,                0.88541,               0.001113,               0.001113,               0.001113
                    227,                0.36751,                0.25488,                0.90033,                0.98651,                0.92473,                0.98517,                0.86789,                0.59868,                0.44596,                 0.9404,               0.001109,               0.001109,               0.001109
                    228,                0.35512,                0.25022,                0.89612,                0.97652,                0.96774,                0.98626,                0.85569,                0.62848,                0.37979,                0.99199,               0.001105,               0.001105,               0.001105
                    229,                0.34302,                0.24898,                0.88437,                0.98374,                0.94624,                0.98155,                0.84293,                0.62244,                0.39515,                0.98278,              0.0011011,              0.0011011,              0.0011011
                    230,                0.35194,                0.25553,                0.89212,                0.94434,                0.95699,                0.97783,                0.82892,                0.68031,                0.46948,                 1.0449,              0.0010971,              0.0010971,              0.0010971
                    231,                0.34647,                0.24776,                0.88337,                0.94315,                0.90323,                0.96813,                0.80338,                0.74506,                 0.5329,                 1.0614,              0.0010932,              0.0010932,              0.0010932
                    232,                0.31943,                0.23992,                0.86847,                0.93072,                0.92473,                0.97185,                0.80834,                0.70189,                0.50962,                 1.0189,              0.0010892,              0.0010892,              0.0010892
                    233,                0.35841,                0.26123,                 0.9021,                0.90983,                0.97645,                0.97384,                0.86471,                0.62238,                0.42198,                0.98131,              0.0010852,              0.0010852,              0.0010852
                    234,                0.34841,                0.24281,                0.88315,                0.96631,                0.96774,                0.97671,                0.82795,                0.68987,                0.43079,                 1.0463,              0.0010813,              0.0010813,              0.0010813
                    235,                0.35925,                0.25232,                 0.8984,                0.98146,                0.97849,                0.98807,                0.81958,                 0.7385,                0.45541,                 1.0795,              0.0010773,              0.0010773,              0.0010773
                    236,                0.35759,                0.25987,                0.90184,                0.97438,                0.98925,                0.99267,                0.84977,                0.64357,                0.36376,                0.99294,              0.0010734,              0.0010734,              0.0010734
                    237,                0.33942,                0.23204,                0.89015,                0.96718,                0.98925,                0.99022,                0.86594,                0.59247,                0.37465,                0.95727,              0.0010694,              0.0010694,              0.0010694
                    238,                0.33464,                0.24377,                0.88369,                0.98916,                0.98147,                0.99348,                 0.8681,                0.66157,                0.39204,                0.97736,              0.0010654,              0.0010654,              0.0010654
                    239,                0.36065,                  0.258,                0.88592,                0.98918,                0.98334,                0.99372,                0.85453,                0.67435,                0.39269,                0.99463,              0.0010615,              0.0010615,              0.0010615
                    240,                0.33458,                0.24241,                0.87139,                0.98922,                0.98696,                0.98886,                0.85882,                0.62984,                  0.367,                0.95366,              0.0010575,              0.0010575,              0.0010575
                    241,                0.34889,                0.24116,                0.88972,                0.96868,                0.99755,                0.99309,                0.87734,                 0.6225,                0.35257,                0.96813,              0.0010536,              0.0010536,              0.0010536
                    242,                 0.3518,                0.24452,                0.89415,                0.98638,                0.98925,                0.99383,                 0.9063,                0.53144,                0.33729,                0.88759,              0.0010496,              0.0010496,              0.0010496
                    243,                0.33974,                0.24384,                0.88169,                0.96298,                0.96774,                0.98209,                0.86464,                0.56996,                0.37096,                0.92317,              0.0010456,              0.0010456,              0.0010456
                    244,                0.34794,                0.24197,                0.88597,                0.93812,                0.92473,                0.97299,                0.83094,                0.60822,                0.43926,                0.93929,              0.0010417,              0.0010417,              0.0010417
                    245,                0.35854,                0.24959,                0.90615,                0.93119,                0.96774,                 0.9792,                0.87287,                0.55126,                 0.3762,                 0.9171,              0.0010377,              0.0010377,              0.0010377
                    246,                0.33533,                0.24069,                0.89153,                0.97868,                 0.9871,                0.99339,                0.87435,                0.51269,                0.31739,                0.89958,              0.0010338,              0.0010338,              0.0010338
                    247,                0.34171,                0.25095,                0.88593,                0.98757,                0.98925,                0.99425,                0.88062,                0.55996,                0.31821,                0.93296,              0.0010298,              0.0010298,              0.0010298
                    248,                0.34403,                0.23611,                0.87716,                0.97655,                0.98925,                0.99284,                0.85826,                0.62496,                0.36442,                0.98224,              0.0010258,              0.0010258,              0.0010258
                    249,                0.35376,                0.24922,                0.89228,                0.95781,                0.97644,                0.99067,                   0.85,                0.61808,                0.39808,                 0.9664,              0.0010219,              0.0010219,              0.0010219
                    250,                0.32394,                0.24224,                 0.8811,                0.96768,                0.96581,                0.98984,                0.86097,                0.57416,                0.43919,                0.94459,              0.0010179,              0.0010179,              0.0010179
                    251,                0.33482,                0.24634,                0.88654,                0.94643,                0.94991,                0.98427,                0.79155,                0.69253,                 0.5422,                  1.027,               0.001014,               0.001014,               0.001014
                    252,                0.33488,                0.23787,                0.87623,                0.95414,                0.94624,                0.98555,                 0.7896,                0.70111,                 0.6145,                 1.0358,                0.00101,                0.00101,                0.00101
                    253,                0.35702,                0.24409,                0.89912,                0.95775,                0.97493,                0.99075,                0.82133,                 0.6758,                0.46327,                 1.0156,               0.001006,               0.001006,               0.001006
                    254,                0.33465,                0.24342,                0.89848,                0.96834,                0.98658,                0.99353,                0.86542,                0.61333,                0.39374,                0.96861,              0.0010021,              0.0010021,              0.0010021
                    255,                0.36021,                0.24709,                0.89551,                0.98581,                0.98925,                0.99394,                0.88114,                0.57236,                0.35192,                0.92609,             0.00099812,             0.00099812,             0.00099812
                    256,                0.34362,                0.23882,                0.88876,                0.97608,                      1,                0.99371,                0.86502,                0.57936,                0.34251,                0.94588,             0.00099416,             0.00099416,             0.00099416
                    257,                0.33983,                0.24076,                0.88042,                0.98705,                0.97849,                0.99373,                0.86887,                0.55872,                0.33331,                0.94902,              0.0009902,              0.0009902,              0.0009902
                    258,                0.32695,                0.22765,                0.87778,                0.98913,                0.97809,                0.99341,                0.89145,                0.52585,                0.32814,                0.90369,             0.00098624,             0.00098624,             0.00098624
                    259,                0.33119,                0.23858,                0.88122,                0.99619,                0.97849,                0.99379,                0.87484,                 0.5336,                0.37747,                0.91616,             0.00098228,             0.00098228,             0.00098228
                    260,                0.32911,                0.23381,                0.88562,                0.97801,                0.95665,                0.99212,                0.86971,                0.54052,                0.40202,                0.91455,             0.00097832,             0.00097832,             0.00097832
                    261,                0.34353,                0.24142,                0.89763,                0.96801,                0.97625,                0.98804,                0.86169,                0.56984,                0.41644,                0.91523,             0.00097436,             0.00097436,             0.00097436
                    262,                0.32988,                0.24321,                0.88029,                0.95723,                0.96267,                0.98848,                0.86477,                0.58003,                0.42501,                0.91968,              0.0009704,              0.0009704,              0.0009704
                    263,                0.33139,                0.23891,                0.87751,                0.98908,                0.97365,                0.99299,                0.89175,                 0.5216,                0.34808,                 0.8956,             0.00096644,             0.00096644,             0.00096644
                    264,                0.31347,                 0.2315,                 0.8714,                      1,                0.95476,                0.99325,                0.89438,                0.49765,                0.34579,                0.87962,             0.00096248,             0.00096248,             0.00096248
                    265,                0.33333,                0.23248,                0.88146,                0.97556,                0.96774,                0.99194,                0.89235,                0.51905,                0.37314,                0.89502,             0.00095852,             0.00095852,             0.00095852
                    266,                0.32515,                0.22849,                0.88223,                0.96701,                0.94624,                0.98631,                0.88852,                0.51661,                0.42529,                0.89732,             0.00095456,             0.00095456,             0.00095456
                    267,                0.33103,                0.23084,                0.87576,                0.95435,                0.89927,                0.96652,                0.86242,                0.55308,                0.53465,                0.91768,              0.0009506,              0.0009506,              0.0009506
                    268,                0.32154,                 0.2277,                0.87228,                0.98307,                0.92473,                0.98494,                0.87633,                0.51914,                  0.392,                 0.9048,             0.00094664,             0.00094664,             0.00094664
                    269,                0.32121,                0.22919,                 0.8703,                0.91852,                0.94624,                0.96646,                0.84521,                0.55786,                0.40914,                0.92472,             0.00094268,             0.00094268,             0.00094268
                    270,                 0.3245,                 0.2359,                0.88525,                0.96841,                0.98899,                0.98744,                0.85925,                0.58149,                0.33749,                0.93395,             0.00093872,             0.00093872,             0.00093872
                    271,                0.31684,                0.22124,                0.87171,                0.98923,                0.98787,                0.99232,                0.85467,                0.61738,                0.33484,                0.97645,             0.00093476,             0.00093476,             0.00093476
                    272,                0.31379,                0.22974,                0.87276,                0.99741,                0.98925,                0.99489,                0.87252,                0.54085,                0.29814,                0.92066,              0.0009308,              0.0009308,              0.0009308
                    273,                0.32742,                0.24152,                0.88215,                0.99826,                0.98925,                0.99489,                0.88486,                0.51518,                0.32031,                0.89192,             0.00092684,             0.00092684,             0.00092684
                    274,                0.32433,                0.23285,                0.88306,                0.97886,                0.99568,                0.99457,                0.91408,                0.46254,                0.28856,                0.86667,             0.00092288,             0.00092288,             0.00092288
                    275,                0.32073,                0.23031,                0.88823,                0.96523,                0.97849,                 0.9932,                0.90343,                  0.513,                 0.3346,                0.89282,             0.00091892,             0.00091892,             0.00091892
                    276,                0.31583,                0.22051,                0.88141,                0.97565,                0.96774,                0.99023,                0.86383,                0.58426,                0.42888,                0.92762,             0.00091496,             0.00091496,             0.00091496
                    277,                0.33091,                0.23488,                0.89803,                0.97785,                0.94949,                0.98848,                0.86438,                0.60682,                0.40202,                0.93775,               0.000911,               0.000911,               0.000911
                    278,                0.31412,                0.22841,                0.86875,                0.97747,                  0.933,                0.98791,                 0.8898,                0.51951,                0.37471,                0.88473,             0.00090704,             0.00090704,             0.00090704
                    279,                0.31974,                0.22764,                0.88472,                0.97465,                0.98925,                0.99138,                0.85809,                0.56375,                0.35858,                0.94369,             0.00090308,             0.00090308,             0.00090308
                    280,                 0.3376,                0.23659,                0.88401,                0.98591,                0.97849,                0.99038,                 0.8735,                0.53795,                0.36669,                0.90675,             0.00089912,             0.00089912,             0.00089912
                    281,                 0.3304,                0.22839,                0.87936,                0.98912,                0.97716,                0.98856,                0.88573,                0.51851,                0.34906,                0.88856,             0.00089516,             0.00089516,             0.00089516
                    282,                0.30044,                0.21935,                0.86609,                      1,                0.97726,                0.99167,                0.88224,                0.52374,                0.34614,                0.90408,              0.0008912,              0.0008912,              0.0008912
                    283,                0.32113,                0.23284,                0.88292,                 0.9737,                      1,                0.99295,                0.90905,                0.48549,                0.31488,                0.88566,             0.00088724,             0.00088724,             0.00088724
                    284,                0.31272,                0.22278,                0.86871,                0.99825,                      1,                  0.995,                0.90859,                0.48696,                0.29295,                0.88755,             0.00088328,             0.00088328,             0.00088328
                    285,                0.30841,                0.23123,                0.87312,                 0.9974,                      1,                  0.995,                0.91026,                0.51049,                0.29169,                0.90141,             0.00087932,             0.00087932,             0.00087932
                    286,                0.29418,                0.21487,                0.86086,                0.98736,                0.98925,                0.99393,                0.91455,                0.47611,                0.29646,                0.87814,             0.00087536,             0.00087536,             0.00087536
                    287,                0.30001,                0.21988,                0.86809,                      1,                0.99668,                  0.995,                0.89858,                0.48297,                0.29663,                0.89163,              0.0008714,              0.0008714,              0.0008714
                    288,                0.30719,                 0.2242,                 0.8802,                0.97801,                0.95631,                0.99101,                0.88584,                0.54487,                0.40667,                0.92372,             0.00086744,             0.00086744,             0.00086744
                    289,                0.32345,                0.22882,                0.87948,                0.97776,                0.94534,                0.99299,                0.88026,                0.56459,                0.41615,                 0.9315,             0.00086348,             0.00086348,             0.00086348
                    290,                0.30733,                0.22283,                0.87432,                0.96744,                0.95855,                0.99219,                0.88523,                0.51355,                0.37682,                0.89395,             0.00085952,             0.00085952,             0.00085952
                    291,                0.31634,                0.22662,                0.88281,                0.98928,                0.99221,                0.99479,                0.91048,                 0.4968,                0.31667,                0.89976,             0.00085556,             0.00085556,             0.00085556
                    292,                0.30557,                0.22816,                0.86963,                0.99994,                      1,                  0.995,                 0.9111,                0.48892,                 0.2878,                0.90544,              0.0008516,              0.0008516,              0.0008516
                    293,                0.29883,                0.22049,                0.86917,                0.99856,                      1,                  0.995,                0.91362,                0.48682,                 0.2833,                0.90862,             0.00084764,             0.00084764,             0.00084764
                    294,                0.29764,                0.22068,                0.87479,                  0.999,                      1,                  0.995,                0.91379,                0.49584,                0.28051,                0.90841,             0.00084368,             0.00084368,             0.00084368
                    295,                0.30564,                0.22363,                0.87831,                0.98758,                      1,                0.99447,                0.93065,                0.47026,                0.26601,                0.87965,             0.00083972,             0.00083972,             0.00083972
                    296,                0.29044,                0.20565,                 0.8644,                0.99989,                      1,                  0.995,                0.93984,                0.41565,                0.22393,                0.84505,             0.00083576,             0.00083576,             0.00083576
                    297,                 0.3042,                0.22183,                0.87535,                0.98896,                      1,                0.99404,                0.94671,                0.37005,                0.21437,                0.80848,              0.0008318,              0.0008318,              0.0008318
                    298,                0.29456,                0.21468,                0.87942,                 0.9765,                      1,                0.99426,                0.93002,                0.42301,                 0.2474,                0.83774,             0.00082784,             0.00082784,             0.00082784
                    299,                0.30607,                0.23145,                0.87925,                0.98654,                0.95699,                0.99056,                0.90679,                 0.4729,                0.30914,                0.87293,             0.00082388,             0.00082388,             0.00082388
                    300,                0.30265,                 0.2222,                0.86846,                 0.9789,                0.99761,                0.99414,                0.90743,                0.52054,                0.29244,                0.89935,             0.00081992,             0.00081992,             0.00081992
                    301,                0.29993,                0.21792,                0.86776,                0.97869,                0.98787,                0.99058,                0.90228,                0.52564,                0.30521,                0.90268,             0.00081596,             0.00081596,             0.00081596
                    302,                0.29337,                0.21234,                0.87122,                0.98774,                0.98925,                0.99396,                0.90626,                0.52028,                0.30529,                0.91723,               0.000812,               0.000812,               0.000812
                    303,                0.30767,                 0.2181,                0.88076,                0.98932,                 0.9962,                0.99479,                0.87656,                0.59896,                0.30792,                 0.9884,             0.00080804,             0.00080804,             0.00080804
                    304,                0.29367,                0.21634,                0.86396,                0.98732,                0.97849,                0.99458,                0.86228,                0.61562,                0.37183,                 1.0029,             0.00080408,             0.00080408,             0.00080408
                    305,                0.29069,                0.22069,                0.87441,                0.97819,                0.96475,                0.99198,                0.84354,                0.64216,                0.46819,                 1.0251,             0.00080012,             0.00080012,             0.00080012
                    306,                 0.3063,                0.22151,                0.87357,                0.98111,                0.95699,                0.99277,                0.84763,                0.62064,                0.47347,                0.98964,             0.00079616,             0.00079616,             0.00079616
                    307,                0.28648,                0.20707,                0.86384,                0.97868,                0.98731,                0.99327,                0.87612,                0.57673,                0.34742,                0.94712,              0.0007922,              0.0007922,              0.0007922
                    308,                0.29985,                0.21645,                0.86933,                      1,                0.97606,                0.99291,                0.87514,                 0.5452,                0.31418,                0.92535,             0.00078824,             0.00078824,             0.00078824
                    309,                0.28453,                0.20548,                0.86432,                0.97878,                      1,                0.99458,                0.89178,                0.52864,                0.29775,                0.90192,             0.00078428,             0.00078428,             0.00078428
                    310,                0.29541,                 0.2055,                0.86936,                0.98711,                0.98925,                0.99447,                0.89447,                0.53742,                0.28237,                0.90705,             0.00078032,             0.00078032,             0.00078032
                    311,                0.27808,                0.20654,                0.85887,                      1,                0.98816,                0.99469,                0.90388,                0.53665,                 0.2861,                0.90239,             0.00077636,             0.00077636,             0.00077636
                    312,                0.29739,                0.20743,                0.87551,                0.99915,                0.98925,                0.99489,                0.91503,                0.50212,                0.27817,                0.87779,              0.0007724,              0.0007724,              0.0007724
                    313,                0.30519,                0.21681,                0.86794,                0.98934,                0.99824,                0.99479,                0.92533,                0.47338,                0.26932,                0.86097,             0.00076844,             0.00076844,             0.00076844
                    314,                0.29698,                0.21716,                 0.8786,                0.97867,                0.98688,                0.99281,                0.93327,                0.45365,                0.25792,                0.86159,             0.00076448,             0.00076448,             0.00076448
                    315,                0.28513,                 0.2082,                0.86672,                0.97892,                0.99881,                0.99414,                0.91254,                0.49312,                 0.2736,                 0.8896,             0.00076052,             0.00076052,             0.00076052
                    316,                0.28788,                0.21054,                0.86714,                0.96872,                  0.999,                0.99383,                0.90874,                0.49539,                 0.2637,                0.89543,             0.00075656,             0.00075656,             0.00075656
                    317,                0.28708,                0.21196,                0.86237,                0.97894,                0.99963,                0.99458,                0.91847,                0.47498,                0.26711,                0.87327,              0.0007526,              0.0007526,              0.0007526
                    318,                0.29044,                0.21089,                0.86876,                0.99951,                0.98925,                0.99489,                0.92196,                0.47385,                0.26579,                0.88192,             0.00074864,             0.00074864,             0.00074864
                    319,                0.28132,                0.20336,                0.86646,                0.98934,                0.99788,                0.99479,                0.93062,                0.43745,                0.25906,                0.85614,             0.00074468,             0.00074468,             0.00074468
                    320,                0.28491,                0.20942,                 0.8712,                0.98934,                0.99839,                0.99489,                0.92239,                0.45218,                0.26501,                0.85992,             0.00074072,             0.00074072,             0.00074072
                    321,                0.29249,                0.21207,                0.87518,                0.99922,                0.98925,                0.99489,                0.91648,                0.45934,                0.28214,                0.87673,             0.00073676,             0.00073676,             0.00073676
