                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                0.63596,                0.49871,                 1.0021,                0.90512,                0.94624,                0.97363,                0.78942,                0.67076,                 0.5278,                0.95976,              0.0017822,              0.0017822,              0.0017822
                     36,                0.63384,                0.48915,                 1.0039,                0.90806,                0.98925,                0.97627,                0.79322,                0.75064,                0.49253,                0.99492,              0.0017756,              0.0017756,              0.0017756
                     37,                0.62779,                0.46617,                 1.0089,                0.90145,                0.98925,                0.98111,                0.84698,                0.56551,                0.42775,                0.91793,               0.001769,               0.001769,               0.001769
                     38,                0.57243,                0.44294,                 0.9752,                0.97279,                0.96774,                0.98949,                0.82458,                 0.5929,                0.43088,                0.90144,              0.0017624,              0.0017624,              0.0017624
                     39,                0.62387,                0.46322,                 1.0183,                0.83831,                0.89247,                0.94339,                0.71663,                0.74867,                 0.6773,                 0.9802,              0.0017558,              0.0017558,              0.0017558
                     40,                0.60785,                0.45584,                 1.0053,                0.78111,                 0.9209,                0.92711,                0.75532,                0.63099,                0.58153,                0.92934,              0.0017492,              0.0017492,              0.0017492
                     41,                0.63625,                0.47089,                 1.0071,                0.90744,                0.93548,                0.97845,                 0.8233,                 0.6126,                0.56671,                0.90699,              0.0017426,              0.0017426,              0.0017426
                     42,                0.62276,                0.44812,                0.99336,                0.96729,                0.95387,                0.98485,                0.78988,                0.68174,                 0.4924,                0.95716,               0.001736,               0.001736,               0.001736
                     43,                0.60502,                0.43382,                 1.0068,                0.80763,                0.94803,                0.95499,                0.76933,                0.71033,                0.51281,                0.97678,              0.0017294,              0.0017294,              0.0017294
                     44,                0.53846,                0.42955,                0.96936,                 0.9381,                      1,                0.98748,                0.79667,                0.68306,                0.44226,                0.93676,              0.0017228,              0.0017228,              0.0017228
                     45,                0.53898,                0.39195,                0.97391,                0.97654,                0.97849,                0.99248,                0.77832,                0.80019,                 0.4572,                 1.0012,              0.0017162,              0.0017162,              0.0017162
                     46,                0.56615,                0.40745,                0.97126,                0.95811,                0.98386,                 0.9907,                0.83994,                0.61598,                0.44099,                0.91833,              0.0017096,              0.0017096,              0.0017096
                     47,                0.56569,                0.41545,                0.97331,                      1,                0.98706,                0.99439,                0.82367,                0.67462,                0.38923,                0.94043,               0.001703,               0.001703,               0.001703
                     48,                 0.5633,                0.41147,                 0.9853,                0.97498,                0.96774,                  0.992,                0.73617,                0.82573,                0.46491,                 1.0968,              0.0016964,              0.0016964,              0.0016964
                     49,                0.55132,                0.39396,                0.95585,                0.87351,                0.96774,                0.96691,                0.76928,                0.71656,                0.54615,                0.98334,              0.0016898,              0.0016898,              0.0016898
                     50,                0.55399,                0.40951,                0.97779,                0.93754,                0.96841,                0.98088,                0.83365,                0.61052,                0.45023,                0.94851,              0.0016832,              0.0016832,              0.0016832
                     51,                0.51199,                0.37828,                0.95464,                0.90233,                0.93548,                0.96333,                0.78072,                0.73991,                 0.4956,                 1.0044,              0.0016766,              0.0016766,              0.0016766
                     52,                0.53331,                0.39622,                0.96477,                0.86239,                0.89247,                0.93247,                 0.7163,                0.79139,                0.67898,                 1.0643,                0.00167,                0.00167,                0.00167
                     53,                0.52023,                0.39399,                0.97278,                0.98917,                0.98253,                0.99458,                 0.8903,                0.48589,                 0.3408,                0.86465,              0.0016634,              0.0016634,              0.0016634
                     54,                0.54197,                 0.3943,                0.97094,                0.94079,                0.97849,                0.98263,                0.81877,                0.67308,                0.50405,                0.95561,              0.0016568,              0.0016568,              0.0016568
                     55,                0.52613,                0.39583,                0.97273,                0.96836,                0.98739,                0.99353,                0.76194,                0.80773,                0.48025,                 1.0592,              0.0016502,              0.0016502,              0.0016502
                     56,                0.53958,                0.43051,                0.96371,                0.96515,                      1,                0.99146,                0.78526,                0.74006,                0.43686,                0.99762,              0.0016436,              0.0016436,              0.0016436
                     57,                0.50927,                0.39071,                0.95079,                0.87577,                0.98549,                0.96841,                0.76926,                0.73368,                0.53241,                0.99738,               0.001637,               0.001637,               0.001637
                     58,                0.53083,                0.38926,                0.95176,                0.86724,                0.91318,                0.94716,                0.76585,                0.66917,                0.57762,                0.95244,              0.0016304,              0.0016304,              0.0016304
                     59,                 0.5201,                0.37371,                 0.9555,                0.91629,                0.87097,                0.96033,                0.73743,                0.70669,                0.63829,                0.97303,              0.0016238,              0.0016238,              0.0016238
                     60,                0.53168,                0.38227,                0.97005,                0.91864,                0.97849,                0.96284,                0.70094,                0.81547,                0.62571,                 1.0649,              0.0016172,              0.0016172,              0.0016172
                     61,                0.53067,                0.39516,                0.96471,                 0.9658,                0.97849,                0.98685,                0.88017,                0.50445,                0.34966,                0.86469,              0.0016106,              0.0016106,              0.0016106
                     62,                0.53361,                0.38335,                0.96411,                0.97386,                0.92473,                0.97873,                0.82662,                0.62707,                0.51459,                0.91799,               0.001604,               0.001604,               0.001604
                     63,                0.51822,                0.38625,                0.96644,                0.96466,                0.95699,                0.98959,                0.81709,                0.70353,                0.56334,                  0.943,              0.0015974,              0.0015974,              0.0015974
                     64,                0.50586,                0.36166,                0.93525,                0.90309,                0.94624,                0.96993,                0.83692,                0.57004,                0.52112,                0.88481,              0.0015908,              0.0015908,              0.0015908
                     65,                0.50639,                0.38576,                0.95752,                0.91702,                0.95065,                0.97759,                0.84372,                0.58125,                0.44363,                0.89087,              0.0015842,              0.0015842,              0.0015842
                     66,                0.48274,                0.35993,                0.93739,                0.96729,                0.95408,                0.98253,                0.84805,                0.55378,                0.40123,                0.89864,              0.0015776,              0.0015776,              0.0015776
                     67,                0.50794,                0.36828,                0.96241,                0.92469,                0.92415,                0.97761,                 0.8347,                0.56532,                0.45882,                0.90331,               0.001571,               0.001571,               0.001571
                     68,                0.50477,                0.36273,                0.95096,                0.91647,                0.96774,                0.97056,                0.84298,                0.53905,                0.42594,                0.88466,              0.0015644,              0.0015644,              0.0015644
                     69,                0.48117,                0.34263,                0.93848,                0.97802,                      1,                0.99146,                0.87285,                 0.5197,                0.33265,                0.86718,              0.0015578,              0.0015578,              0.0015578
                     70,                0.50185,                0.35988,                0.95174,                 0.9451,                0.96774,                0.97585,                0.84546,                0.54058,                0.42514,                0.89128,              0.0015512,              0.0015512,              0.0015512
                     71,                0.48461,                 0.3689,                  0.944,                 0.9137,                0.97849,                0.97784,                0.85167,                0.52246,                0.41365,                0.88514,              0.0015446,              0.0015446,              0.0015446
                     72,                0.50127,                0.35136,                0.95053,                 0.9891,                0.98925,                0.99479,                0.90447,                0.45654,                0.29558,                0.83937,               0.001538,               0.001538,               0.001538
                     73,                0.51029,                0.35996,                0.95845,                 0.9673,                0.97849,                0.99054,                0.88018,                0.54378,                0.39593,                0.87862,              0.0015314,              0.0015314,              0.0015314
                     74,                0.50691,                0.36018,                0.94834,                0.99793,                      1,                  0.995,                 0.8946,                0.46773,                0.30226,                0.86276,              0.0015248,              0.0015248,              0.0015248
                     75,                 0.4706,                0.34927,                0.93323,                0.93835,                0.98203,                0.98943,                0.84594,                0.56266,                0.40669,                0.92275,              0.0015182,              0.0015182,              0.0015182
                     76,                0.52547,                0.37744,                0.96934,                0.93851,                0.98925,                0.98998,                0.84357,                0.59785,                0.37251,                0.91188,              0.0015116,              0.0015116,              0.0015116
                     77,                0.51199,                0.36821,                 0.9598,                0.93319,                0.90116,                0.94845,                0.81347,                0.63153,                0.49098,                0.96727,               0.001505,               0.001505,               0.001505
                     78,                0.49599,                0.36279,                0.94591,                 0.8954,                0.94624,                0.95115,                0.80489,                0.61389,                0.49961,                0.92773,              0.0014984,              0.0014984,              0.0014984
                     79,                0.47935,                0.35129,                 0.9395,                0.96805,                0.97734,                0.98728,                0.81662,                0.65744,                0.43131,                0.92281,              0.0014918,              0.0014918,              0.0014918
                     80,                0.45536,                0.33373,                0.93092,                0.97844,                0.97616,                0.99125,                0.88181,                0.50087,                0.36891,                0.87364,              0.0014852,              0.0014852,              0.0014852
                     81,                 0.4638,                0.33135,                0.93814,                0.95667,                      1,                0.99299,                0.89518,                0.48081,                0.34553,                0.86517,              0.0014786,              0.0014786,              0.0014786
                     82,                0.46144,                0.33317,                0.92409,                0.99711,                      1,                  0.995,                0.90377,                0.48091,                   0.31,                0.85994,               0.001472,               0.001472,               0.001472
                     83,                0.47513,                 0.3381,                0.95034,                0.96835,                0.98692,                0.98945,                0.90534,                0.46365,                0.30257,                0.85669,              0.0014654,              0.0014654,              0.0014654
                     84,                0.45203,                 0.3245,                0.93383,                0.95812,                0.98402,                0.98928,                 0.8245,                0.68023,                0.42473,                0.94866,              0.0014588,              0.0014588,              0.0014588
                     85,                0.46499,                0.32643,                0.92509,                0.96815,                0.98051,                0.99385,                0.85179,                0.59159,                0.39427,                0.90666,              0.0014522,              0.0014522,              0.0014522
                     86,                  0.462,                0.32954,                0.92762,                 0.9564,                0.98925,                0.98645,                0.89042,                0.48163,                0.33569,                0.85628,              0.0014456,              0.0014456,              0.0014456
                     87,                0.45833,                0.33103,                0.93628,                0.98924,                0.98855,                0.99216,                0.91156,                0.44147,                0.30667,                0.84255,               0.001439,               0.001439,               0.001439
                     88,                0.46135,                0.32853,                0.93165,                0.97865,                0.98588,                0.98533,                0.83631,                0.60137,                0.36061,                0.92481,              0.0014324,              0.0014324,              0.0014324
                     89,                0.46337,                0.34138,                0.91333,                0.86246,                0.87097,                0.93856,                   0.73,                0.70948,                0.63423,                  1.052,              0.0014258,              0.0014258,              0.0014258
                     90,                0.47025,                0.32658,                0.93568,                 0.8871,                0.89247,                0.94429,                0.78139,                0.63163,                0.61913,                0.99282,              0.0014192,              0.0014192,              0.0014192
                     91,                0.44275,                0.32259,                0.92877,                0.90886,                0.94624,                0.95912,                0.79336,                0.62763,                0.53337,                0.95521,              0.0014126,              0.0014126,              0.0014126
                     92,                0.46218,                0.33044,                0.93857,                      1,                0.99768,                  0.995,                0.88249,                0.49831,                0.37353,                0.87772,               0.001406,               0.001406,               0.001406
                     93,                 0.4396,                0.31517,                0.92998,                 0.9879,                      1,                0.99489,                0.87224,                0.48894,                0.31319,                 0.8642,              0.0013994,              0.0013994,              0.0013994
                     94,                0.42761,                 0.3215,                 0.9245,                0.96743,                0.96774,                0.98387,                0.86586,                0.51003,                0.39466,                0.87172,              0.0013928,              0.0013928,              0.0013928
                     95,                0.43157,                0.31378,                0.92307,                0.94788,                 0.9778,                0.98072,                0.83805,                0.59668,                0.42739,                0.90782,              0.0013862,              0.0013862,              0.0013862
                     96,                0.44468,                0.32462,                0.92689,                 0.9569,                0.95486,                0.97875,                0.83936,                0.58607,                0.41904,                0.92948,              0.0013796,              0.0013796,              0.0013796
                     97,                0.45849,                0.33271,                0.94175,                0.98674,                0.95699,                 0.9917,                 0.8233,                0.69161,                 0.4154,                0.98114,               0.001373,               0.001373,               0.001373
                     98,                0.44792,                0.32369,                0.93058,                0.99814,                0.97849,                0.99438,                0.84697,                0.60952,                0.36306,                0.92587,              0.0013664,              0.0013664,              0.0013664
                     99,                0.45936,                0.33398,                0.93736,                 0.9991,                      1,                  0.995,                0.87169,                0.53889,                0.31979,                0.89805,              0.0013598,              0.0013598,              0.0013598
                    100,                0.47765,                0.33335,                0.94926,                0.98935,                 0.9986,                0.99436,                0.87876,                0.52146,                0.29162,                0.87244,              0.0013532,              0.0013532,              0.0013532
                    101,                  0.445,                0.32323,                0.92809,                0.94689,                0.98925,                0.98614,                 0.9075,                0.47328,                0.31179,                0.86101,              0.0013466,              0.0013466,              0.0013466
                    102,                0.43906,                0.32211,                0.92329,                0.97841,                0.97463,                 0.9878,                0.88831,                0.48133,                0.33722,                0.85738,                0.00134,                0.00134,                0.00134
                    103,                 0.4858,                0.34952,                0.94973,                0.96758,                0.95699,                 0.9732,                 0.8517,                0.51134,                0.38709,                0.87328,              0.0013334,              0.0013334,              0.0013334
                    104,                0.45179,                0.33039,                0.92399,                0.88151,                0.96774,                0.96502,                 0.7907,                0.66455,                0.42616,                0.99058,              0.0013268,              0.0013268,              0.0013268
                    105,                 0.4523,                0.31043,                0.93499,                0.97084,                      1,                0.99308,                0.88272,                0.57332,                 0.3334,                0.91474,              0.0013202,              0.0013202,              0.0013202
                    106,                0.46068,                0.32647,                0.92438,                0.97872,                0.98919,                0.99318,                0.89028,                0.51923,                 0.3471,                0.87552,              0.0013136,              0.0013136,              0.0013136
                    107,                 0.4269,                0.30823,                0.91918,                0.94734,                 0.9672,                0.98613,                 0.8878,                0.57225,                0.44426,                0.91325,               0.001307,               0.001307,               0.001307
                    108,                0.41999,                 0.3067,                0.91518,                0.92018,                0.99175,                0.98656,                0.81571,                0.64655,                0.47372,                0.95389,              0.0013004,              0.0013004,              0.0013004
                    109,                0.42357,                0.30672,                0.91974,                0.95732,                0.97849,                0.98724,                0.78487,                0.66513,                0.48559,                0.95939,              0.0012938,              0.0012938,              0.0012938
                    110,                0.43421,                0.31533,                0.91696,                0.97729,                0.92548,                0.97561,                0.75222,                0.80483,                0.55892,                  1.055,              0.0012872,              0.0012872,              0.0012872
                    111,                0.41759,                0.30361,                0.91131,                0.97858,                 0.9824,                0.99356,                  0.851,                0.58943,                0.35082,                0.93265,              0.0012806,              0.0012806,              0.0012806
                    112,                0.43677,                0.31782,                0.91796,                0.99668,                      1,                  0.995,                0.83985,                0.64789,                0.35198,                0.97622,               0.001274,               0.001274,               0.001274
                    113,                0.42998,                0.31458,                 0.9219,                0.91158,                0.99778,                 0.9831,                0.83821,                0.59953,                 0.3804,                0.92566,              0.0012674,              0.0012674,              0.0012674
                    114,                0.43885,                0.32078,                0.93925,                0.90963,                0.97849,                0.98022,                0.86235,                0.55751,                0.40925,                0.93035,              0.0012608,              0.0012608,              0.0012608
                    115,                 0.4226,                0.29295,                0.89913,                0.87852,                0.93319,                0.95072,                0.73612,                0.84495,                0.63069,                 1.0636,              0.0012542,              0.0012542,              0.0012542
                    116,                0.42724,                0.30067,                0.91245,                0.95756,                0.92473,                0.97814,                0.79042,                0.72685,                 0.5531,                  1.004,              0.0012476,              0.0012476,              0.0012476
                    117,                0.44332,                0.32169,                0.92601,                0.97654,                0.98925,                0.98786,                0.84805,                0.60009,                0.35211,                0.96078,               0.001241,               0.001241,               0.001241
                    118,                0.42319,                0.30986,                0.93361,                0.98936,                0.99999,                0.99372,                0.80643,                0.68989,                0.34901,                 1.0202,              0.0012344,              0.0012344,              0.0012344
                    119,                0.44943,                0.31074,                0.91875,                0.96798,                0.97531,                0.98974,                0.81968,                0.66033,                   0.46,                0.96152,              0.0012278,              0.0012278,              0.0012278
                    120,                0.43286,                0.29633,                0.91738,                0.97588,                0.91398,                0.97755,                0.80717,                0.66172,                0.56636,                0.96573,              0.0012212,              0.0012212,              0.0012212
                    121,                0.42072,                0.30057,                0.92443,                0.85913,                0.94624,                0.95681,                0.70868,                0.77581,                0.54971,                 1.0284,              0.0012146,              0.0012146,              0.0012146
                    122,                0.43376,                0.31377,                0.92647,                0.98914,                      1,                0.99479,                0.86236,                0.54987,                 0.3402,                0.91077,               0.001208,               0.001208,               0.001208
                    123,                0.42545,                0.30361,                 0.9182,                  0.999,                      1,                  0.995,                0.84947,                 0.5853,                 0.3494,                0.95627,              0.0012014,              0.0012014,              0.0012014
                    124,                0.43265,                 0.3159,                0.92666,                0.92854,                0.97849,                0.98384,                0.84935,                0.59965,                0.38166,                0.94571,              0.0011948,              0.0011948,              0.0011948
                    125,                 0.4092,                0.29263,                0.90882,                0.93875,                0.98873,                0.99117,                0.88697,                0.48805,                0.32643,                 0.9011,              0.0011882,              0.0011882,              0.0011882
                    126,                0.39899,                0.28348,                0.90844,                0.94839,                0.98807,                0.98721,                0.89188,                0.47224,                0.33322,                 0.8599,              0.0011816,              0.0011816,              0.0011816
                    127,                0.40978,                0.28237,                0.90506,                0.97816,                      1,                0.99414,                0.91751,                0.45581,                0.28075,                0.85252,               0.001175,               0.001175,               0.001175
                    128,                0.42009,                0.28849,                0.91503,                0.98702,                0.97849,                0.98768,                0.86108,                 0.5903,                0.36004,                0.90442,              0.0011684,              0.0011684,              0.0011684
                    129,                0.42031,                0.29544,                0.91678,                0.96764,                 0.9645,                0.98093,                0.81187,                0.69475,                0.43764,                0.96737,              0.0011618,              0.0011618,              0.0011618
                    130,                0.38878,                0.28329,                 0.9068,                0.87862,                0.85619,                0.91147,                0.69855,                0.83218,                0.60406,                 1.0942,              0.0011552,              0.0011552,              0.0011552
                    131,                0.40242,                0.28822,                0.89016,                0.86097,                0.89247,                0.92365,                 0.7291,                0.80487,                 0.6111,                 1.0627,              0.0011486,              0.0011486,              0.0011486
                    132,                0.41886,                0.28761,                0.90944,                0.86613,                0.92473,                0.92134,                0.68471,                 0.9206,                0.66459,                 1.1406,               0.001142,               0.001142,               0.001142
                    133,                0.39626,                 0.2852,                 0.9119,                0.82217,                0.89489,                0.90598,                0.58744,                 1.1319,                0.77488,                 1.2652,              0.0011354,              0.0011354,              0.0011354
                    134,                  0.381,                0.27182,                0.90077,                0.85441,                0.94624,                0.94298,                0.73056,                0.85495,                0.59255,                 1.1068,              0.0011288,              0.0011288,              0.0011288
                    135,                0.38731,                0.27244,                0.89542,                0.98757,                0.85444,                0.96664,                0.83832,                0.62291,                0.46579,                0.97598,              0.0011222,              0.0011222,              0.0011222
                    136,                0.37921,                0.26384,                0.89663,                0.98864,                0.93545,                0.97158,                0.79902,                0.69186,                0.44708,                 1.0162,              0.0011156,              0.0011156,              0.0011156
                    137,                0.39932,                 0.2775,                0.90392,                 0.9675,                0.96042,                0.98599,                0.80453,                0.74272,                0.43359,                 1.0739,               0.001109,               0.001109,               0.001109
                    138,                0.39831,                0.28238,                0.90752,                0.94798,                0.98925,                0.97002,                 0.8607,                0.50067,                0.34674,                0.88112,              0.0011024,              0.0011024,              0.0011024
                    139,                0.38232,                0.26817,                0.89893,                0.93886,                0.97849,                0.97556,                0.89125,                0.49449,                0.34091,                0.89107,              0.0010958,              0.0010958,              0.0010958
                    140,                0.38769,                0.27007,                0.90822,                0.90153,                0.98925,                0.97542,                0.83958,                0.56944,                0.37538,                0.93189,              0.0010892,              0.0010892,              0.0010892
                    141,                0.38848,                0.28084,                0.90978,                 0.8869,                0.88172,                0.93199,                0.72062,                  0.808,                0.59242,                 1.0822,              0.0010826,              0.0010826,              0.0010826
                    142,                0.40935,                0.29197,                0.91867,                0.89164,                0.97327,                0.94515,                0.77278,                0.69663,                0.54499,                0.96393,               0.001076,               0.001076,               0.001076
                    143,                0.39793,                0.29182,                0.91491,                0.95649,                0.94549,                0.97323,                0.81193,                0.69879,                0.46399,                0.99829,              0.0010694,              0.0010694,              0.0010694
                    144,                0.41397,                 0.2815,                 0.9172,                0.94658,                0.97849,                0.98656,                0.85255,                0.61147,                0.36785,                0.98218,              0.0010628,              0.0010628,              0.0010628
                    145,                 0.3785,                0.27236,                0.90409,                0.87606,                0.98808,                0.97587,                0.81546,                 0.6742,                0.41658,                 1.0172,              0.0010562,              0.0010562,              0.0010562
                    146,                 0.3888,                0.27251,                0.89012,                0.92839,                0.92473,                0.97254,                0.83092,                0.61084,                0.48661,                 0.9538,              0.0010496,              0.0010496,              0.0010496
                    147,                0.39743,                0.28926,                0.90904,                0.89032,                0.96774,                 0.9693,                0.87207,                0.51797,                0.42365,                0.89652,               0.001043,               0.001043,               0.001043
                    148,                0.37877,                0.28161,                0.90123,                0.96725,                0.95264,                 0.9833,                0.87524,                0.51644,                0.36406,                0.90328,              0.0010364,              0.0010364,              0.0010364
                    149,                0.40244,                0.27843,                 0.9117,                0.98505,                0.97849,                0.98914,                0.89735,                0.48812,                0.32523,                0.87075,              0.0010298,              0.0010298,              0.0010298
                    150,                0.37658,                0.27175,                0.90061,                0.96809,                0.98925,                0.98495,                0.82656,                0.59861,                0.41124,                0.94859,              0.0010232,              0.0010232,              0.0010232
                    151,                0.38041,                0.26908,                0.90131,                0.93443,                0.93548,                0.97626,                0.82942,                 0.6316,                0.47506,                0.96689,              0.0010166,              0.0010166,              0.0010166
                    152,                0.38285,                0.27146,                 0.9014,                 0.9105,                0.91398,                0.96896,                 0.8223,                0.64043,                0.50957,                0.98431,                0.00101,                0.00101,                0.00101
                    153,                  0.367,                0.26468,                0.89317,                 0.9339,                0.91398,                0.96761,                0.84543,                0.61783,                0.43236,                0.99575,              0.0010034,              0.0010034,              0.0010034
                    154,                0.37272,                0.27109,                0.88597,                0.94062,                0.90323,                0.95323,                0.82734,                0.68397,                0.50668,                 1.0163,              0.0009968,              0.0009968,              0.0009968
                    155,                 0.3582,                 0.2605,                0.88449,                0.95312,                0.96774,                 0.9814,                 0.8508,                 0.5885,                0.44756,                0.94097,              0.0009902,              0.0009902,              0.0009902
                    156,                0.38227,                 0.2628,                0.90032,                0.95779,                0.97597,                0.98569,                0.84924,                0.56567,                0.38027,                 0.9386,              0.0009836,              0.0009836,              0.0009836
                    157,                0.35875,                0.25974,                0.88437,                0.95792,                      1,                0.98745,                0.90012,                0.48945,                0.30459,                0.88959,               0.000977,               0.000977,               0.000977
                    158,                0.36186,                0.26044,                 0.8974,                0.95709,                0.98925,                0.98691,                0.88288,                0.48892,                0.32464,                0.87579,              0.0009704,              0.0009704,              0.0009704
                    159,                0.36301,                0.25249,                0.89138,                 0.9684,                0.98859,                0.98652,                0.86528,                0.56505,                0.34887,                0.91592,              0.0009638,              0.0009638,              0.0009638
                    160,                0.38678,                0.27054,                0.90325,                0.94621,                0.96774,                 0.9801,                0.80653,                0.64457,                 0.4636,                0.98165,              0.0009572,              0.0009572,              0.0009572
